"StationId","Name","Domain","Stipend","Location","Branches","Project Description","Reqd Skill Sets","Reqd Electives",
"4813","CueMath Learn Pvt. Ltd(Bangalore)","IT","18000","Bangalore","Any","PROJECT-1: Project entails Managing Specific Area of a Product and leading teams. Suited for Students planning for MBA. Project domain : Marketing and Operations(Office Based). Skills: 1. Business acumen 2. Superior analytic and critical thinking skills 3. Ability to leverage content like case studies, platform strengths are crafted and disseminated to maximize viewability and business impact 4. Acceptable writing skills, reports, market insights, articles, email and related research writing. 1. Good interpersonal skills and ability to interface across teams. 2. Entrepreneurial skills to drive projects independently. 3. Creative bent of mind for innovations and process improvement. Expected learning (in bullet points) ? Digital Marketing. ? Leading teams and Products. ? Project Management skills ? Cross functional skill to work with different teams.
PROJECT-2: Project involves ideation and creation of compelling content including website copy, white papers, blog posts, social media content. Suit for Students planning for MBA. Project domain: Digital Marketing and Content Writing Skills: 1. Excellent writing skills, as well as the ability to communicate and collaborate effectively 2. Ability to leverage content like case studies, platform strengths are crafted and disseminated to maximize viewability and business impact 3. Acceptable writing skills, reports, market insights, articles, email and related research writing. 4. Superior analytic and critical thinking skills. 1. Good interpersonal skills and ability to interface across teams. 2. Entrepreneurial skills to drive projects independently. 3. Creative bent of mind for innovations and process improvement. Expected learning (in bullet points) ? Creative content Writing to influence users. ? Digital Marketing. ? Project Management skills ? Cross functional skill to work with different teams.
PROJECT-3: Project involves using programming to create puzzles which will go online on Cuemath Mobile App. Project domain Programmatic Mathematics Skills: 1. Basic Understanding of python programming 2. Candidates should enjoy mathematics and Puzzles. 3. Candidate should creating simulations in mathematics 1. Good interpersonal skills and ability to interface across teams. 2. Entrepreneurial skills to drive projects independently. 3. Creative bent of mind towards Mathematics and Programming. Expected learning (in bullet points) ? Mathematical Programming ? Understanding online behavior of user consuming mathematical content ? Project Management skills ? Cross functional skill to
PROJECT-4: Project involve working and managing large set of teachers working with cuemath Project domain : Management and Curriculum Skills: 1. Excellent writing skills, as well as the ability to communicate and collaborate effectively 2. Good understanding of Mathematics 3. Candidates should have a basic idea of teaching in order to work with teachers.1. Good interpersonal skills and ability to interface across teams. 2. Entrepreneurial skills to drive projects independently. 3. Creative bent of mind towards Mathematics and Programming. Expected learning (in bullet points) ? Team Management ? Understanding of working large number of people at the same time driving quality ? Project Management skills ? Cross functional skill to work with different teams.
PROJECT-5: Project involve working on Math core content designed on enquiry based curriculum Project domain : Mathematics and Curriculum Skills: 1. Excellent writing skills, as well as the ability to communicate and collaborate effectively 2. Good understanding of Mathematics 3. Candidates should be interested in Mathematics and teaching. 1. Good interpersonal skills and ability to interface across teams. 2. Entrepreneurial skills to drive projects independently. 3. Creative bent of mind towards Mathematics and Programming. Expected learning (in bullet points) ? Deeper understanding of Mathematics as a subject in K-12. ? Better understanding of Mathematics curriculum in India. Help learners reflect back on their own understanding of basic Mathematics. ? Designing Interactive Mathematics Curriculum ? Project Management skills ? Cross functional skill to work with different teams.
","PROJECT-1: -
PROJECT-2: -
PROJECT-3: -
PROJECT-4: -
PROJECT-5: -
","PROJECT-1: -
PROJECT-2: -
PROJECT-3: -
PROJECT-4: -
PROJECT-5: -
",
"4814","Curious Bee Innovations Pvt. Ltd. (Askation)(Bangalore)","IT","40000","Bangalore","A7, B4, B5,","PROJECT-1: Building the core technology around automatic grading or written answer papers. Intern will have a change to work on Document understanding semantic Segmentation, OCR and Locations Project Domain: Artificial Intelligence Skills: Pytorch, AWS/GCP, Tensorflow, Machine Learning, NLP, Computer Vision, Artificial Intelligence Python, Docker, Kubernetes, Shell Scripting, Linus, Communicat4e well willing and enthusiastic to work in an early stage funded startup
","PROJECT-1: -
","PROJECT-1: -
",
"3993","DBOI - AC(Pune)","Finance and Mgmt","30000","Pune","Any B3 ,","PROJECT-1: AnaCredit is a new regulatory requirement required by European Central Bank (ECB) to provide granular data on credit and credit risk dataset to be submitted on a monthly/quarterly basis to harmonize statistical reporting across the European Union area by financial institutions including Deutsche Bank AG. This project intends to stabilize the monthly reporting alongside automation of the adjustment process. Project domain : DB Group & subsidiaries Skills: - Knowhow of automation tools like Python, Visual basic is an added advantage - Microsoft office - understanding of regulatory framework - analytical bent of mind - Strong teamwork and organizational skills - Attention to detail - Highly articulate with strong verbal and written communication skills IFRS knowhow and exposure to Macros would add value though not mandatory - Understanding of regulatory framework and methods - Experience of working with finance and risk systems, IFRS9 etc For internal use only - Ability to cope with rapidly changing priorities - Exposure to complex and technical risk topics - Engagement with senior stakeholders
","PROJECT-1: -
","PROJECT-1: -
",
"4831","DBOI - Automation(Pune)","Finance and Mgmt","30000","Pune","Any A7 ,","PROJECT-1: Assessment of automation and process Transformation opportunity for Risk and Finance, leveraging Data Science tools and artificial intelligence Project domain : The primary role of Group Finance Solutions Group (GFSG) is to support delivery of its Strategic, Regulatory, Process & Automation change initiatives, by aligning divisional expertise in a dedicated RTB change team. The team has been created by bringing together SME’s from across the GF divisions, with bent of mind for change initiatives. Skills: Exposure or good understanding of Data Science tools, interest in Machine learning and appreciation for Change management Expected learning (in bullet points) - Change Management in Banking Processes - System Architecture and high level understanding of Risk and Finance processes - Exposure to Automation tools and techniques
","PROJECT-1: -
","PROJECT-1: -
",
"3829","DBOI - Business Finance(Mumbai)","Finance and Mgmt","30000","Mumbai","Any","PROJECT-1: Finance team is responsible for Daily Risk and P&L delivery, Balance Sheet Substantiation for various businesses which DB is managing. Project domain : Rates Business Skills: Finance subjects preferable, Good Communication
","PROJECT-1: -
","PROJECT-1: -
",
"3827","DBOI - Counterparty Credit Ratings(Mumbai)","Finance and Mgmt","30000","Mumbai","Any","PROJECT-1: PREPARING CREDIT RATING REPORTS OF BANK’S CLIENTS BY ANALYSING COMPANY FINANCIALS, INDUSTRY, MACROECONOMICS, ETC. Project domain : FINANCIAL ANALYSIS Skills: BASIC ACCOUNTING / FINANCE UNDERSTANDING, EXCELLENT VERBAL & WRITTEN COMMUNICATION SKILLS
","PROJECT-1: -
","PROJECT-1: -
",
"4830","DBOI - Financial Analytics(Pune)","Finance and Mgmt","30000","Pune","A7, B3, C7,","PROJECT-1: Work in the live environment to provide various modelling and management reporting solution which enables management for right decision for bank. This includes working on real data on day to day basis Project domain: Finance Skills: Discounting cash flows, Excel and MS access modeling, Basic finance knowledge Communication and relationship building Understand the real estate portfolio and projects for the bank Analysis stakeholder management Values
","PROJECT-1: -
","PROJECT-1: -
",
"3825","DBOI - Market Risk Analysis & Control(Mumbai)","Finance and Mgmt","30000","Mumbai","Any","PROJECT-1: Market Risk Analysis and Control – Daily validation of key Market Risk matrices like VaR, SVaR. Making sure the numbers are complete, accurate and timely. Project domain: Market Risk Skills: Good communication
","PROJECT-1: -
","PROJECT-1: -
",
"3989","DBOI - Risk Metrics Analytics (Pune)","Finance and Mgmt","30000","Pune","Any B3 ,","PROJECT-1: Analytics and validation of Risk numbers, Reporting of RWA & other capital reporting metrics, and presentation of monthly risk metrics to stakeholders. Project domain: Analytics of Expected Potential Exposure (EPE), RWA, leverage, Economic Capital, Expected Loss and other risk metrics for trading book and banking book portfolios – supporting Fixed Income (FI), Equities, and other strategic business. Skills: Knowhow of automation tools like Python, Visual basic is an added advantage - Microsoft office - Data Analytics and understanding of Financial Products - analytical bent of mind - Strong teamwork and organizational skills - Attention to detail - Highly articulate with strong verbal and written communication skills - Understanding difference financial products For internal use only - RWA and other credit risk relevant metrics calculations. - Overview of business and Strategy - Corporate experience - Ability to cope with rapidly changing priorities - Exposure to complex and technical risk topics - Engagement with senior stakeholders
","PROJECT-1: -
","PROJECT-1: -
",
"3327","DMI Finance Private Limited (New delhi)","Finance and Mgmt","35000","New delhi","","PROJECT-1: Basic expertise in R or Python is essential
","PROJECT-1: -
","PROJECT-1: -
",
"3803","Door Sabha Nigam Ltd.(Chennai)","Electronics","25000","Chennai","A4, AB,","PROJECT-1: (i) DSNL would like to offer its Conferencing saas offering through a mobile app. The web service is offered on the angular framework and would need conversion to app delivered service (ii) Assisting the CTO to build a full product (iii) Extending the existing analytics platform by mapping out the business requirements (iv) Mapping the inventory movemet across various BU&apos;s in the company and building a inventory movement and control process Project domain: Telecom software, Analytics, Manufacturing Skills: Android, Angular framework, nodeJS, Database, Knowledge of R and Python is required, Good communication skills
","PROJECT-1: -
","PROJECT-1: -
",
"4088","Dreamplug Technologies(Bangalore)","IT","12000","Bangalore","B2A8,","PROJECT-1: Analyse user and product insights to build scalable businesses.
PROJECT-2: Analysis of user insights to build scalable businesses collate and deliver mathematical insights from users to build business models
PROJECT-3: Developed Business models around credit economy by building data backed hypothesis
","PROJECT-1: Analytics , Analytics, SQL & R , Fuzzy Logic , Neural network , OOPS , Operating systems , product development , Ability to follow instructions , ability to learn, adapt and deliver
PROJECT-2: Ability to follow instructions , ability to learn, adapt and deliver
PROJECT-3: Analysis , Ability to follow instructions , ability to learn, adapt and deliver
","PROJECT-1: DISCR STRUC FOR COMP SCI(-) , FIBRE OPTICS & OPTOELECT(-) , INTRO TO MASS COMM(-) , NEURAL NET & FUZZY LOGIC(-) , OBJECT ORIENTED PROG(-) , OPERATING SYSTEMS(-)
PROJECT-2: CRYPTOGRAPHY(-) , DERIVATIVES & RISK MGMT(-) , PRINCIPLES OF ECONOMICS(-) , STATISTICAL INFER & APP(-) , SUPPLY CHAIN MANAGEMENT(-)
PROJECT-3: CREAT & LEAD ENTREP ORGN(-) , DATA STRUCTURES & ALGO(-) , DATABASE SYSTEMS(-) , MATHEMATIC & STAT METHOD(-) , OBJECT ORIENTED PROG(-)
",
"3898","Dunzo Digital Pvt. Ltd.(Bangalore)","IT","30000","Bangalore","A2, A3, A4, A7, A8, AA,","PROJECT-1: Essentials delivery to customers in a most seamless way is a strategic bet for Dunzo. This requires setting up Dunzo essentials warehouse to delivery grocery and fruits & vegetables to customer. This project will require identifying and planning where essentials warehouse should be setup. Inputs from external agencies and internal data need to be analyzed to understand maximum ROI for the warehouse Project domain : Strategic initiatives Business planning Skills: Logical Reasoning Business Understanding Analytical Skills Communication Skills Professionalism Principles of Management Operations Research Numerical Analysis Optimization N/A ? Hyperlocal Delivery Industry Learning ? Dark Stores Model ? Growth Strategies ? Operational Excellence
PROJECT-2: Essentials delivery to customers in a most seamless way is a strategic bet for Dunzo. Essentials warehouse are setup to cater to larger demand cluster. Goal of this project is to identify the growth levers for a warehouse to grow order volume. This will require growing top of the conversion funnel and applying levers to reduce the drop off at each stage of the conversion funnel Project domain : Strategic initiatives Customer and Revenue Growth Skills: Logical Reasoning Business Understanding Analytical Skills Communication Skills Professionalism Principles of Management Operations Research Numerical Analysis Optimization N/A ? Hyperlocal Delivery Industry Learning ? Dark Stores Model ? Growth Strategies ? Operational Excellence
PROJECT-3: Essentials delivery to customers in a most seamless way is a strategic bet for Dunzo. Essentials warehouse focus on delivering grocery, fruits & vegetables to the customers at a sustainable business margin. There is a need to shape customer behavior to buy higher margin products like staples, fruits and vegetables and not just low margin products like milk. This project will focus on selection discovery by the customers and selling more core grocery products like staples and household items. Project domain Strategic initiatives Shaping Customer Behavior Skills: Logical Reasoning Business Understanding Analytical Skills Communication Skills Professionalism Principles of Management Operations Research Numerical Analysis Optimization N/A ? Hyperlocal Delivery Industry Learning ? Dark Stores Model ? Growth Strategies ? Operational Excellence
PROJECT-4: Dunzo D4B is an on-demand logistic service for small and medium businesses. We are a B2B2C platform helping small merchants expand their business by reaching out to their consumers directly. This project will require developing processes for the sales, account management and support team for Enterprise clients and Merchant aggregators. Inputs from internal data need to be analyzed to optimize each of the processes. Project domain Strategic Initiatives Skills: Logical Reasoning Business Understanding Analytical Skills Communication Skills Professionalism Principles of Management Operations Research Numerical Analysis Optimization N/A ? Hyperlocal Delivery Industry Learning ? Growth Strategies ? Operational Excellence
PROJECT-5: Goal of this project is to develop a Micro level strategy for growth and profitability for all cities. For growth, focus on growing the top of the funnel and applying levers to reduce the drop off at each stage of the conversion funnel. For profitability take input from internal data and work on supply positioning and marketplace stores optimization. Project domain Strategic Initiatives Skills: Logical Reasoning Business Understanding Analytical Skills Communication Skills Professionalism Principles of Management Operations Research Numerical Analysis Optimization N/A ? Hyperlocal Delivery Industry Learning ? Growth Strategies ? Operational Excellence
","PROJECT-1: -
PROJECT-2: -
PROJECT-3: -
PROJECT-4: -
PROJECT-5: -
","PROJECT-1: -
PROJECT-2: -
PROJECT-3: -
PROJECT-4: -
PROJECT-5: -
",
"4857","Eatgood Technologies Pvt Ltd(Bangalore)","IT","40000","Bangalore","Any","PROJECT-1: Currently the ability to search for items across vendors is not present in hungerbox application. The user should be able to search (fuzzy search) across all vendors with the item name, and should be able to place order across different vendors. Tech stack - Elastic search and Django(Python) Project domain : Full stack Development Skills: Python(Django), Angular JS, Mysql Learn to build and ship Python applications to production. - Complete understanding of SQL. - Hands on with linux command line and development tools. - Understanding of search indexes.
PROJECT-2: Application to track and manage hardware devices deployed at cafeterias by HungerBox. The application will allow for auto configuration of the IoT devices based on where it is being deployed. The configuration rules are business driven. Project domain : Android + Fullstack Pytho Skills: Python(Django) + MySQL for Backend, Java (Android) for native applications. - Learn to build and ship Python applications to production. - Build native applications on Android platform. - Encryption algorithms and Public Key Infrastructure. - Working with an IoT network. - Mobile Device Management Technologies.
","PROJECT-1: -
PROJECT-2: -
","PROJECT-1: -
PROJECT-2: -
",
"4075","Ecom Express - Business Analysis(Delhi)","Finance and Mgmt","","Delhi","","PROJECT-1: 
PROJECT-2: 
","PROJECT-1: Data Analytics , Data Science , Good Programming skills , R/Python and common libraries such as Pandas
PROJECT-2: Data Science , Machine Learning, Deep Learning , R/Python and common libraries such as Pandas
","PROJECT-1: -
PROJECT-2: -
",
"3384","eGovernments Foundation(Bangalore)","IT","30000","Bangalore","A3, A7, C6,","PROJECT-1: • Be a part of Software developers building technology solutions for citizens and urban governance. • Work directly with the Development, Design, Analysis and testing team to develop and validate new and existing products. Project domain Software Development Java/C/C++/Python .Good understanding of computer science fundamentals, data structures and algorithms. Sincere, team spirit and interest in research
PROJECT-2: • Strategy research to identify key partners for our flagship governance platform. • Strategy research to identify key funders for our organization. • Program manage our partnership events across the country. Project domain Strategy and Partnerships Strategy research, partnership, program management. Microsoft Office,Excel, PowerPoint. Sincere, team spirit and interest in research
","PROJECT-1: -
PROJECT-2: -
","PROJECT-1: -
PROJECT-2: -
",
"4878","Emptycup Innovation Pvt. Ltd. - Non tech(Bangalore)","Finance and Mgmt","20000","Bangalore","Any","PROJECT-1: Market Research and Business Development Project domain Interior Design & Business Management ? Strong analytical thinking ? Excellent documentation and presentation skills ? MS Office Suite Excellent Oral and Written Communication skills ? Exposure to analytics tools (Power BI, Tableau etc) ? Gain experience with Product Operations ? Domain knowledge about interior design industry ? Product / Project management
","PROJECT-1: -
","PROJECT-1: -
",
"3919","Emptycup Innovation Pvt. Ltd. - Tech (Nedo Software)(Bangalore)","IT","35000","Bangalore","A7,","PROJECT-1: Design and develop cross platform mobile applications while working closely with UX Designers and Backend Engineers. Skills required: Native Android/iOS app development or Experience with React or High Proficiency in JavaScript. Expected Learning: (1) Experience end-to-end cycle of developing real world mobile applications: from idea to design, implementation, deployment and progressive enhancement. (2) Understand user focused design by working with UX Designers to create apps that people love to use. (3) Develop the ability to craft rich and elegant user interfaces that work seamlessly across all platforms and devices. (4) Learn about the best practices in cross platform mobile app development.
PROJECT-2: Design, develop, test and maintain backend services in Python environment. Skills Required: Proficiency in Python Programming Language, Experience with Flask/Django Frameworks, Knowledge of REST APIs. Expected Learning: (1) Designing schemas and implementing data models with SQL databases. (2) Learn about managing development and production environments as well as scaling services to handle variable loads. (3) Learn about writing reliable code through unit testing and functional testing. (4) Learn about best practices in building scalable and highly available services.
","PROJECT-1: Android dev, iOS dev , Mobile Application Development , UX / UI
PROJECT-2: Django , Flask , Python , REST API
","PROJECT-1: -
PROJECT-2: -
",
"4025","Energy Exemplar(Pune)","IT","40000","Pune","A7, B4,","PROJECT-1: As an Energy Exemplar customer, you would have to build my geo-enriched power system (or gas, hydro) data model on cloud and further collaborate with other team members. Further, you would have to trigger parallel simulation on cloud on various scenarios. You need to study with expectations of performant execution with options to configure the run based on over 200 parameters that Plexosprovides. We would want a simple way of visualizing the gigabytes of solution data from the simulation output over geo maps and time series animations. The end to end process would enable you to study and improve the model more efficiently consequently saving both cost and time. Project domain : Software Development OOPS, data structures and algorithms, DBMS Good Communication Skills Data Structure & algorithms, OOPS Software Product Development, Best Practices, Understanding of cloud, VueJs, C# and NetCore languages
PROJECT-2: Candidate will be asked to make small models and document them explaining what features have been used and hand calculate the answers. As a member of Data Team, you are expected to build data models in Plexos and fine tune them to closely represent the real world data set. This would serve as a boiler plate to customers helping them jump start their model study. You will be running simulations and data pipelines on your model to help your gain insights on the deviances with real world data set, and then working out power systems equations, solve and do the necessary changes in your model to bring it closer to the data set. You’d also be providing insights and feedbacks to the simulation engine team to optimize or improve the engine, helping entire world save valuable resources. Project domain: Power System, Economics and Optimization Power Systems, Electricity Markets Good Communication Skills
PROJECT-3: This is a study project that is to study and analyze all proofs in Optimization field- Book Dimitri Berstekas and Yuri Nestorov and implement LP solver Simplex Project domain: Optimization and Maths Skills: .vb NET or c# Good Communication Skills
","PROJECT-1: -
PROJECT-2: -
PROJECT-3: -
","PROJECT-1: -
PROJECT-2: -
PROJECT-3: -
",
"4078","Everwell Health Solution(Bangalore)","IT","40000","Bangalore","A7,","PROJECT-1: Everwell (spin-off from Microsoft Research) innovates, designs, builds and deploys user-centric technology for large scale healthcare programs across the world. We have a diverse team representing domain specialists in system architecture, technical development, program engagement, product design, organizational capacity building, research and data analysis. Our products are deployed in 14 countries supporting adherence and patient management for Tuberculosis (TB) programs - and are actively being scaled up. We have a deep engagement as the technical partner for Nikshay (in India), the world’s largest integrated platform for TB program management. In the last 5 years, using Nikshay and in partnership with the Ministry in India (and other stakeholders) we have scaled up the platform to all of India&apos;s TB population (&tg; 2 million patients per year). Adherence technologies (including 99DOTS) have been scaled up for more than 250,000 patients. We have rich experience in scaling up such innovations and understand the importance of having robust scalable technical systems and to have close collaboration with in-country partners.
","PROJECT-1: -
","PROJECT-1: -
",
"4916","Express Stores - Non tech(Gurgaon)","","20000","Gurgaon","A1, A2, A3, A4, A5, A7, A8,","PROJECT-1: Work closely with Head of Data Analytics to create reporting dashboards. Project domain Data Analytics Skills: Excel, SQL, Python Data Structures - Data Analytics - Data Modelling
PROJECT-2: Work closely with our business managers to solve real life business / operations problems. Project domain General Management Expected learning (in bullet points) - Supply Chain - Retail Management - Consumer research - Sales - Business problem solving
","PROJECT-1: -
PROJECT-2: -
","PROJECT-1: -
PROJECT-2: -
",
"4915","Express Stores - Tech(Gurgaon)","","30000","Gurgaon","A7,","PROJECT-1: Chance to be part of the team that builds entire tech stack from scratch. Opportunity to work on full stack live project. Applications being built will range from Store Billing android App / Customer facing App / Whatsapp chatbots / ERP softwares / API’s to integrate various services. Project domain Software Development Skills: Python / Node JS, Postgres / MySQL, React / Flutter - Product Development - Node JS / Python
PROJECT-2: Work closely with Head of Data Analytics to run analytics and create data science models. Project domain Data Analytics Skills: Excel, SQL, Python, Data Structures - Data Analytics - Data Modelling
","PROJECT-1: -
PROJECT-2: -
","PROJECT-1: -
PROJECT-2: -
",
"4905","Eyenetlabs(Trivandrum)","","10000","Trivandrum","A3, A7, A8, C6,","PROJECT-1: Indoor Autonomous Robotic Navigation (IARN) - This project is to improve the efficiency of logistics while freeing employees from heavy, monotonous and low-value material-moving tasks Project Domain: Robotic Application Navigation Skills: Software Development, (Python or Java) Embedded application development machine learning Research oriented, willingness to learn diverse disciplines
","PROJECT-1: -
","PROJECT-1: -
",
"4895","FamPay Pvt. Ltd. - IT(Bangalore)","IT","20000","Bangalore","Any","PROJECT-1: You will be the gatekeeper of FamPay&apos;s user&apos;s interaction. Your capabilities will define how our users will perceive our capabilities. We are looking for creators with obsessive need for visual and performance perfection, combined with high learning+implementation combo powers. The ones who iterate the script 100s of times, if required, to get that feature right. Project domain : Fintech Digital payments Skills: You have the knowledge of developing trends and emerging standards in mobile apps (RxJava, MVP, Kotlin, etc), mobile payments, wearables You have excellent technical knowledge of Java for Android, Android SDK and AndroidStudio Pro with Android UI design principles, patterns, and best practices You have good understanding of RESTful APIs and how to connect Android applications to back-end services Knowledge of the open-source Android ecosystem and the libraries available for common tasks
PROJECT-2: Assist the backend team by owning a part of existing roadmap Craft clean, manageable code and maintain proper documentation Create, test and deploy the applications on production servers Continuously discover, evaluate, and implement new technologies and frameworks to maximise development efficiency Project domain : Fintech Digital payments Skills: Experience with writing REST APIs and micro services architecture Experience in Python using Django Framework is preferred Good understanding of relational databases (preferably PostgreSQL) is preferred Working knowledge of cloud platforms like AWS (preferred), Azure or Google Cloud Unix command line experience Expected learning (in bullet points) Building product from scratch
PROJECT-3: Reviewing application requirements and interface designs. Developing and implementing highly-responsive user interface components using React concepts Implementing web-based user interactions. Writing application interface codes using JavaScript following React JS workflows. Developing and implementing front-end architecture to support user interface concepts. Monitoring and improving front-end performance. Optimising web pages for maximum speed and scalability Project domain : Fintech Digital payments At six months of production level experience in working with React JS Understanding of key design principles. At least one progress web app developed by you must be live Proficiency with HTML, CSS, JavaScript and jQuery. Understanding of server-side CSS. Experience with responsive and adaptive design. Experience with optimising SEO of websites and webapps. In-depth knowledge and passion for JavaScript, CSS, HTML and front-end languages Expertise in React tools including Web pack, Enzyme, Redux, and Flux. If you have worked on a progressive web app (on React JS) used by 100K+ users, you will be preferred. Expected learning (in bullet points) Building products from scratch
PROJECT-4: We take our internship program very seriously and hope to get our future team members from among our interns. You can take up as challenging a work as you are capable of. You will be the gatekeeper of FamPay&apos;s user&apos;s interaction. Your capabilities will define how our users will perceive our capabilities. We are looking for creators with obsessive need for visual and performance perfection, combined with high learning+implementation combo powers. The ones who iterate the script 100s of times, if required, to get that feature right. Project domain Fintech Digital payments Skills: You have the knowledge of developing trends and emerging standards in mobile apps (Swift 5.0, MVP, etc), mobile payments, wearables You have excellent technical knowledge of Swift for iOS, TestFlight and XCode You have understanding of software development patterns such as MVC, delegation and common data structures Pro with iOS UI design principles, patterns, and best practices You have good understanding of RESTful APIs and how to connect iOS applications to back-end services Knowledge of the open-source iOS ecosystem and the libraries available for common tasks You care about quality and you know what it means to ship high-quality code You contribute to the design, architecture, and development of apps that are elegant, efficient, secure, highly available, and maintainable You are highly motivated and maintain a positive, “can-do” attitude in a fast moving environment You follow and help cultivate consistent development best practices Experience shipping one or more iOS apps, ideally currently available on the App Store. Expected learning (in bullet points) Building product from scratch
","PROJECT-1: -
PROJECT-2: -
PROJECT-3: -
PROJECT-4: -
","PROJECT-1: -
PROJECT-2: -
PROJECT-3: -
PROJECT-4: -
",
