StationId,Name,Domain,Stipend,Location,Branches,Project Description,Reqd Skill Sets, Reqd Electives
4030,COGOS Technologies Pvt Ltd.(Bangalore),IT,20000,Bangalore,A7 H103 H112,"a. Building Algos to read, recognize and validate the fields of interest of various document formats b. Study and integrate open API’s of statutory bodies for verification and validation of credentials c. Expected outcome: Apps – stand alone or integrated to COGOS apps Skills: Familiarity with open sourceHigh energy and enthusiasm, Ready to get into field and Quick learner Real-time Learning • Work on cutting edge technology to build new functionalities in core areas of business • Experience of professional working conditions • Full stack experience","-","-"
4018,Collegedunia Web Pvt. Ltd.(Gurgaon),IT,50000,Gurgaon,A7,"You will get to own a problem statement in a given functional area. Problems could range from defining right performance metrics, measuring them, creating automated reporting pipelines, providing in depth root cause analysis in case of variations to doing insightful first principles based deep analysis to building machine learning models/ algorithms depending on merit and complexity of the problem. Work closely with the stakeholders on a daily basis to drive data driven decisions. Your daily tasks will involve a fair amount of Excel and SQL for ad hoc requests. Skills: Strong aptitude, Exceptional problem solving and analytical skills, Ability to multitask and work on a diverse range of requirements. Good written and verbal communication skills.","-","-"
3912,Confluent India Pvt Ltd.(Bangalore),IT,100000,Bangalore,A7,"As a Backend Software Engineer, intern you will work on our suite of cloud and on-premise software running on Apache Kafka, which powers hundreds of trillions of events per day at top companies like Netflix, LinkedIn, and Uber. If you love building cutting edge systems and software that are mission critical to how enterprises work with data, then you will fit right in. Skills: Bachelor’s degree in Computer Science, or similar science, quantitative, or computing field Java, C/ C++, Scala, • A self-starter with the ability to work effectively in teams • Strong fundamentals in algorithms and data structures • Experience in open-source development, experience using Apache Kafka is a big plus","-","-"
3430,Couture AI(Bangalore),IT,50000,Bangalore,A7,"We are looking for engineers passionate about solving interesting consumer problems at a scale of Indian digital population (about 300 million online users). We are building a platform which handles petabytes of data on a daily basis. We work with multiple clients in various domains like Retail, Finance, Media and Healthcare and have vertical specific AI solutions catering to indigenous problems in these domains. 1) Data Ingestion for the trillion plus events generated across multiple clients 2) Training GANs for content generation 3) Deep Recommenders 4) Content personalization in vernacular languages You&apos;ll have an opportunity to work on ideating and building these interesting, relevant products, and will be working closely with the Product and relevant functional teams. Skills: Machine Learning, Fuzzy Logic, Data Structures & Algorithms, Artificial Intelligence, Distributed Computing Apache Spark, Hadoop, Tensorflow, Kubernetes, Docker","-","-"
2849,Credit Suisse - Credit Analytics(Mumbai),Finance and Mgmt,75000,Mumbai,Any,"Job Description: Credit Risk Management (CRM) is part of the Risk Division. The CRM mission is to manage overall credit risk for Credit Suisse consistent with the bank&apos;s appetite, policies and business objectives. Products covered include loans, derivatives, trading, inventory positions, mortgages and asset backed lending. CRM responsibilities include developing and administering credit policies and procedures, working in partnership with the business divisions to facilitate and approve transactions, rating countries and counterparties, approving credit limits appropriate to the strength and standing of the counterparty, monitoring counterparty exposures and performance and mitigating unacceptable risks, working out distressed credits and dynamically monitoring exposures, including country exposure and impaired assets, and setting and managing portfolio limits. Credit Analytics is the credit risk methodology team within CRM. The team’s main responsibilities include: • Development, calibration, implementation, maintenance, back testing and documentation of credit risk models and methodologies • Provide quantitative credit risk analysis and assessment on a transaction and portfolio level Key Responsibilities Intern would have an opportunity to work across various teams within CRM - Credit Analytics area in Mumbai. The candidate would be involved in one or more projects in the following areas: • Develop and maintain models required for estimation of obligor’s: Probability of default (PD), Loss given default (LGD) and Exposure to default (EAD). • Provide credit exposure analysis on pre-and live-trades across all markets (FX, Rates, Equities, Credit) and financial products (Loans, Derivatives) to Trader and credit officers. The exposure is used to determine Credit charges and to assess the impact of new trades on regulatory capital. • Back-test IMM credit exposure models, works on the enhancement and maintenance of these models and tactical tools; • Credit scenarios stress testing including stress testing methodology, new scenario definitions and regulatory reporting. • Assess issuer risk on the trading book, develop, implement and maintain IRC models. • Develop and calibrate Risk Factor Estimation (RFE) models in Monte Carlo Engine (a statistical technique to calculate exposure) for all asset classes. • Develop and improve – inputs, models and controls for collateralized exposure (EPE, PE) calculations (in INSIGHT) • Collaborate with global teams in delivering Strategic projects in meeting our regulatory commitments","C++ , Java/Python , MS EXCEL, MS POWER POINT , MS PROJECTS , SQL, Programming Languages , VBA / MATLAB / PYTHON Knowledge , strong analytical abilities , Strong Communication & Analytical Skills , strong inter-personal skills; , strong oral and written communication skills","-"
3302,Credit Suisse - Enterprise Operational Risk Management(Mumbai),Finance and Mgmt,75000,Mumbai,A7 B3 B4 C6 C7,"Job Description Enterprise and Operational Risk Management (EORM), which sits within CRO, provides group-wide holistic risk coverage focusing on cross-functional and cross-divisional risk governance, frameworks, best practice, policies and processes. Department drives group-level risk analysis and provides risk coverage for: (i) enterprise, (ii) operational, (iii) model, (iv) reputational, (v) liquidity and (vi) CRO relevant regulatory risk management. EORM acts as the guardian and controller for firmwide risk strategy, risk appetite, stress testing, exposures, mitigation and aggregate risk metrics. Role overview Given enhanced regulatory scrutiny of large banks and changing business landscape, Risk has seen a substantial increase in modeling and related effort. We broadly work on: Model Development – Responsible for modelling and development of comprehensive and consistent risk models for Economic Risk, Treasury Risk and Stress Testing models that meet both internal management and regulatory requirements. 4 Model Validation – Independent validation across wide range of core Risk (market/ credit/ liquidity/ operational/ stress testing), Pricing or other business-impactful models – with a strong challenge to modelling approach. As a member of these teams you will be collaborating with colleagues and stakeholders globally to deliver on multiple projects. It might involve frequent interaction with a number of significant stakeholders such as front office, risk management, financial accounting, IT as well as auditors and regulators.","C++ , finance courses , Java/Python , Java/Python/Javascript/NodeJS , Matlab , R , R Programming , SAS , SQL, Programming Languages , Ability to think and analyze situations logically , EXCEL SKILLS , Good Verbal & Written Communication Skills , strong analytical abilities , Strong Communication & Analytical Skills","-"
4084,Credit Suisse - Equity Research(Mumbai (Worli)),Finance and Mgmt,75000,Mumbai (Worli),Any,"? Fundamental Equity research analysis of allocated sectors. Jointly responsible for covering the sectors and working with senior analyst. ? Initiation and maintenance of research through end-to-end reports on companies/sectors that includes thorough analysis of business drivers, macro events, industrial and regulatory developments, bold positioning and relative analysis with peers. ? Analysis of macro-economic events, regulatory framework across geographies and capital markets ? Maintaining research data, tracking corporate results and events on a day-to day basis. ? Build and maintain financial models for the allocated sectors. ? Preparing presentations, studies (for internal and end-clients) and contributing to daily, weekly, monthly and quarterly publications. ? Helping generate creative and successful investment ideas and solutions for clients You Offer CFA charter or working towards CFA charter would be preferred ? You have relevant experience in equity research ? You have a dynamic personality with strong analytical and problem solving skills ? You have excellent verbal and written skills with ability to communicate, summarize and discuss investment case succinctly ? You have the ability to meet tight deadlines in a dynamic and demanding environment ? You are a self starter and take strong ownership of tasks","-","-"
4085,Credit Suisse - Equity Sales(Mumbai (Worli)),Finance and Mgmt,75000,Mumbai (Worli),Any,"Credit Suisse’s Asia Pacific Markets department delivers the best in class investment solutions to our global institutional client base. Sales and Trading, with global distribution and reach, is core to the Asia Pacific Markets business model in delivering the Trusted Entrepreneurs&apos; Bank in the region. Credit Suisse prides itself in a tradition of long term partnership with our clients, putting advice at the core of all that we do, and seamless collaboration for the benefit of the client. We look forward to welcoming you to the team. Qualifications To apply for the Internship Program, you are graduating in May 2020 Credit Suisse is noted for the diversity of its employees, but seeks colleagues with a common set of abilities – highly motivated and creative individuals who have demonstrated academic achievement, and have the ability to work independently and as a member of a team. We’ll be looking at your potential, your ability, your academic background and your extracurricular activities. We’re looking to build future leaders who add fresh and diversity perspectives to our business. Specifically for this internship opportunity you should have a keen interest in financial markets. We are also recruiting for individuals with coding skills or a background in mathematics or statistics for some selected roles. Excellent written and spoken communication skills in English are essential. Mandarin fluency is strongly preferred but not mandatory. s Whatever your background, you’ll need to be: ? A leader who engenders dedication, assumes responsibility and mobilizes others ? A critical thinker with excellent analytical skills ? An enthusiastic self-starter who achieves significant results ? A supportive and adaptable team member who can build strong relationships ? An articulate communicator who also recognizes the importance of listening ? Principled and committed to the highest standards of ethical behavior Specific Requirements – Sales – Excellent Communication Skills Trading – Strong Python and Coding knowledge","-","-"
3889,Credit Suisse - GBIS(Mumbai),Finance and Mgmt,75000,Mumbai,H149,"Credit Suisse [CS] businesses operate globally in all major locations like London, New York, Hong Kong and Singapore. CS AG also has branches and subsidiaries which operate as material legal entities [MLEs] across the globe in Dublin, New York, Cayman, Nassau, Madrid, Frankfurt etc. In an increasingly competitive and complex regulatory environment there is a need for a strong and dedicated controls function to support the Business Divisions, Corporate Functions and Legal Entity Management teams within CS globally in furthering our market leading position, and doing so in a risk focussed and controlled manner. The Cross Divisional Controls Platform [CDCP] Mumbai team is a critical part of the GBIS [Global Business Integrated Services] organization and is responsible for ensuring a best in class control environment in place globally. The team provides Central guidance for all Operational Risk and Control Framework activities; including design, implementation, on-going monitoring/reporting and testing/validation of FO Supervision and key Front to Back Controls and also provides bespoke controls support to Businesses and Legal Entities. This is a rapidly evolving area of our business, a dynamic changing environment; which will be both challenging and demanding. We Offer The successful candidate will be part of one of CDCP Mumbai teams; each team caters to a specific Controls workstream. He / she will engage in the design and implementation of key control initiatives as well as representing First Line stakeholders in key risk and control forums. He/she will work closely with the Front Office Control COOs, BRCOs, and partner control functions across Corporate Functions to ensure there is an effective and robust framework in place. He / she will also drive a common culture, ethos and work practices as part of the CDCP Mumbai team. In this fast-paced and ever changing environment, in order to be successful, it will be important to operate via the following objectives: Control Culture • Set tone and standard to emphasise the importance of controls across the team • Act in an independent manner to represent the best interests of the Bank when designing and implementing controls, and when evaluating the performance of controls • Assist the Team Head and Team Lead in implementing the mission statement & vision for the Mumbai Control team. Team engagement • Ensure the team operates as a single, cohesive unit, and in a collegiate manner • Foster a strong team spirit across the team and work with other teams within the Mumbai Control team Controls Framework – A flavour of some of our deliverables • Development of industry leading control reports and related management information e.g., Cancel and Corrections, Off Market Reports, loss analysis, trader mandates exceptions • Prepare of monthly risk and control metrics to assess supervisory and operational risks at a business, regional and global level. With a forward-looking view on risk and control issues observed in the industry and internally that may impact the Front Office function – assist in performing related read across and devising related remediation plans • Assisting with the Front Office Controls Governance Framework, associated metrics, and reporting tools - with escalation of key risks to senior management • Developing & maintenance of Control tools used to monitor Trader performance, Desk performance and Business level performance • Performing tyre-kick/deep dives/thematic reviews into key trading metrics to understand the reasons for outliers and suggest remediation actions by enhancement to existing controls • Work closely with First Line Controls, OpRisk and Front Office in delivering a robust Risk and Controls Framework; including the RCSA process • Drive a controls testing mandate across Design & Operating Effectiveness Regulatory environment • Keep abreast of regulatory developments and has sufficient flexibility to meet changing requirements 2 We Offer: • A challenging & dynamic work environment • Exposure to the functioning of a team of highly skilled professionals and a global working environment • Experience with one of the world’s most reputed financial services organization • High quality content and responsibilities in the work role","Analytical and Entrepreneurial skills , Strong Communication & Analytical Skills , strong inter-personal skills; , strong oral and written communication skills","FINANCIAL & MGMT ACCOUN(-) , FINANCIAL ENGINEERING(-) , FINANCIAL RISK ANAL AND MGMT(B) , FINANCING INFRA PROJECTS(-) , PROJECT MANAGEMENT(-)"
3450,Credit Suisse - Global Market Risk Management(Mumbai),Finance and Mgmt,75000,Mumbai,Any,"Job Description The RFDAR Market Risk Scenarios reporting team in Mumbai is offering an internship opportunity to single/dual degree candidates from BITS. The successful candidate will be responsible for producing and analyzing Risk Reports for various market risk types as well as contributing to some of the ongoing projects. 1. Intern (Market Risk Scenarios reporting) Key Responsibilities 1) Gain thorough understanding of Market Risk Scenarios • Systems/Infrastructure • Processes • Risks across Rates/FX/Equities/Credit clusters 2) Understand and execute the scenario reports and provide necessary analysis. 3) Help in the ongoing projects intended to improve existing reporting infrastructure as well as regulatory compliance. 4) Demonstrate key learnings by interacting with other RFDAR teams including but not limited to RFDAR Data Provisioning, RFDAR Risk Review, Other Scenario teams. 5) Demonstrate ability to effectively communicate (both written and spoken) to stakeholders while accomplishing the above mentioned points. Challenges in this role: • Challenging timelines for delivery of critical book of work items. • On the job learning thus faster adaptation would be the key. • Strong Analytical skills required to analyze and comment on complex data inputs. • Work on multiple projects intended to improve the reporting infrastructure as well as to comply with regulations. 2. RFDAR-Risk Reporting –Market Risk The Market Risk – Risk Reporting Team in Mumbai is seeking to recruit a Market Risk Analyst to join the growing team. The incumbent would be needed to build and maintain healthy relationship with various Stakeholders to enable faster and accurate cluster risk approval on daily basis by taking ownership of all risks data, providing sufficient explanation and doing deep dives with Risk Managers to provide complete and accurate Risk picture to the business. This will also involve building and talking to senior management, regulators and traders as well as other downstream users. Role covers: ? Production and validation of daily Risk Reports for cluster risk sign off in timely and accurate manner. ? Liaising with stakeholders and Market Risk Managers to provide complete risk picture for the day. ? Building explain-capability by providing deep dives to risk movements and portfolio exposure on day to day basis. ? Ensuring accuracy of risk positions and sensitivities through position and portfolio move analysis, impact of market moves on portfolio, impact of product behavior on sensitivities among other approaches ? Working closely with other RFDAR teams to ensure timely and accurately risk reporting. ? Implement and own various Risk Reports produced by RFDAR- Risk Reporting. ? Implement and own the Control Framework for all risk and finance data ? Understanding front-to-back data flows and system architecture ? To participate in the roll out of enhancements in risk systems, processes and data feeds as well as contributing to various tactical and strategic projects and initiatives, from Risk Reporting perspective 3. Group Scenarios We Offer: ? Deliver & analyze scenario stress testing report to Trading desks / risk managers / Regulators / senior management. ? Propose, calibrate & implement regulatory specific scenarios in liaison with risk managers / scenarios team. ? Responsible to provide commentary on scenario risk moves across clusters explaining underlying risk dynamics & drivers under market/credit scenario conditions. ? Interact with scenario counterparts who are primarily the risk managers/desk to provide in-depth analysis on the scenario dynamics. ? Regular interaction with Risk Managers to confirm stress testing analysis, investigation and follow up on queries from stakeholders ? Data quality review and improvements ? Ownership of a robust control environment including review checklists ? Engagements in IT developments projects and represent business in discussions.","ACCESS , MS Excel, MS Powerpoint, MS Project, MS Visio , SQL, Programming Languages , strong analytical abilities , Strong Communication & Analytical Skills , strong oral and written communication skills , Team Player","FINANCIAL RISK ANAL AND MGMT(-)"
3452,Credit Suisse - Global Markets (BC&E Efficiency & Analysis)(Mumbai),Finance and Mgmt,75000,Mumbai,Any,"Working within a global team covering BCE (Brokerage, Clearing, Exchange) costs, this role is responsible for Efficiency and Reporting relating to the Equities & FID Trading business and covers an annual spend of over $800m ? Produce monthly MI (Management Information) to monitor progress of savings initiatives in the BC&E Book of Work ? Performing detailed and insightful analysis for product spend deep-dives ? Partner closely with key Front Office personnel to assess areas of opportunity ? Maintain existing and build new relationships with external service providers such as Inter-Dealer Brokers and Exchanges ? Engage with clients in the Front office and support them with value added MI to help develop their understanding and ability to influence costs as appropriate. ? Build own knowledge of internal trading systems and local BCE processes in order to provide SME advice to internal clients. ? Support colleagues within the wider Efficiency group and Ops/GNM with provision of accurate and Transparent cost data to drive savings initiatives across APAC BCE space ? Foster a positive and high energy team spirit by providing a stimulating work environment","MS EXCEL, MS POWER POINT , MS PROJECTS , SQL, OOPS, , Ability to think and analyze situations logically , Good Verbal & Written Communication Skills , MS OFFICE , strong oral and written communication skills","-"
3451,Credit Suisse - GM Trading Risk (Mumbai),Finance and Mgmt,75000,Mumbai,B3,"Details awaited","-","-"
3017,Credit Suisse - International Wealth Management(Mumbai),Finance and Mgmt,75000,Mumbai,B3,"• Assess the portfolio performance on a quarterly basis, based on the reports / statements provided, against defined benchmarks, risk profiles and tolerance levels. • Identification and analysis of outliers and mismatches between the risk profile and tolerance levels. Conducting research to investigate reasons for the over / under performance of the portfolio and escalating to the Trust Manager. The analysis will cover diversification of assets, countries and stocks as well as checking whether it is as per the agreement with the client. • Preparation of reports of outliers, with documented background information, reasons and mitigation measures, for Global Trust Manager Heads and Centre Heads • Recording of investment strategy for portfolios in the system • Supporting the Trust Manager in further investigations and escalations • Supporting other initiatives within Mumbai Trust Accounting BDC","-","-"
3997,Credit Suisse - Non-Financial Risk Management(Mumbai),Finance and Mgmt,75000,Mumbai,B3,"• Independent assessment of controls for various businesses within the bank. • Analysis of various NFRM risk components (Incidents, Metrics, Conrols, etc.). • Identificaiton of Risks via the Top Risk and RCSA consolidation process. • Deep-dives on various risk themes identified. • Read-across of risk themes across similar areas across the banks and reporting. • Stakeholder management with global counter-parts 10 • Evolution of Tools and applications in NFRM space • Analytics and Reporting and preparation of presentation materials on key topics for senior management and governance forums • Ability and willingness to learn • Strong proficiency in Excel, Word & PowerPoint • Good communication and writing skills • Structured thought process with high attention to detail","-","-"
2852,Credit Suisse - Prime Services(Mumbai),Finance and Mgmt,75000,Mumbai,Any,"Credit Suisse provides a globally integrated, multi-asset platform across traditional prime brokerage, prime financing, listed derivatives and managed lending. Our Prime Services team blends experience and informed insight to create practical solutions that are grounded in an understanding of the unique needs and challenges faced by hedge funds. We leverage Credit Suisse’s strengths and its solid balance sheet to deliver customized solutions, including capital raising, consulting and risk services. The work will involve working closely with senior Credit Suisse leadership / trading desk to come up with business enhancement opportunities. The individual should have a strong analytical bent of mind to ensure meaningful & relevant output from the program. Key skills required would be strong problem solving ability, good communication skills, attention to detail and ability to work in a team. The incumbent should ideally have interest in & knowledge of financial products & markets. An indicative range of tasks is listed below: ? Monitoring and Generation of trading signals using econometric and statistical rules like momentum, mean-reversion, correlation, seasonality and asset positioning, sector rotation, macro themes ? Risk management and hedge fund advisory involving quantitative research and analytics on hedge fund portfolios across strategies (long short, global macro, fixed income, etc) and work on themes connecting market events with trading patterns. ? Analyze trading patterns across business to analyze financials and business performance ? Balance Sheet analysis and Inventory management across businesses ? Generate content and market insights for clients to increase trading flows and manage short covering activity for the business ? Working closely with the CFO/COO groups to analyze financials and business performance ? Responsible for translating new sales mandates into live accounts","Problem Solver, Self-starter , Enthusiastic , EXCEL SKILLS , Good Verbal & Written Communication Skills , MS OFFICE , strong analytical abilities","-"
2851,Credit Suisse - Risk & Finance Data Analytics, Reporting(Mumbai),Finance and Mgmt,75000,Mumbai,A7 A8 B3 B4 C6 C7,"Job Description The RFDAR Market Risk Scenarios reporting team in Mumbai is offering an internship opportunity to single/dual degree candidates from BITS. The successful candidate will be responsible for producing and analyzing Risk Reports for various market risk types as well as contributing to some of the ongoing projects. 1. Intern (Market Risk Scenarios reporting) Key Responsibilities 1) Gain thorough understanding of Market Risk Scenarios • Systems/Infrastructure • Processes • Risks across Rates/FX/Equities/Credit clusters 2) Understand and execute the scenario reports and provide necessary analysis. 3) Help in the ongoing projects intended to improve existing reporting infrastructure as well as regulatory compliance. 4) Demonstrate key learnings by interacting with other RFDAR teams including but not limited to RFDAR Data Provisioning, RFDAR Risk Review, Other Scenario teams. 5) Demonstrate ability to effectively communicate (both written and spoken) to stakeholders while accomplishing the above mentioned points. Challenges in this role: • Challenging timelines for delivery of critical book of work items. • On the job learning thus faster adaptation would be the key. • Strong Analytical skills required to analyze and comment on complex data inputs. • Work on multiple projects intended to improve the reporting infrastructure as well as to comply with regulations. 2. RFDAR-Risk Reporting –Market Risk The Market Risk – Risk Reporting Team in Mumbai is seeking to recruit a Market Risk Analyst to join the growing team. The incumbent would be needed to build and maintain healthy relationship with various Stakeholders to enable faster and accurate cluster risk approval on daily basis by taking ownership of all risks data, providing sufficient explanation and doing deep dives with Risk Managers to provide complete and accurate Risk picture to the business. This will also involve building and talking to senior management, regulators and traders as well as other downstream users. Role covers: ? Production and validation of daily Risk Reports for cluster risk sign off in timely and accurate manner. ? Liaising with stakeholders and Market Risk Managers to provide complete risk picture for the day. ? Building explain-capability by providing deep dives to risk movements and portfolio exposure on day to day basis. ? Ensuring accuracy of risk positions and sensitivities through position and portfolio move analysis, impact of market moves on portfolio, impact of product behavior on sensitivities among other approaches ? Working closely with other RFDAR teams to ensure timely and accurately risk reporting. ? Implement and own various Risk Reports produced by RFDAR- Risk Reporting. ? Implement and own the Control Framework for all risk and finance data ? Understanding front-to-back data flows and system architecture ? To participate in the roll out of enhancements in risk systems, processes and data feeds as well as contributing to various tactical and strategic projects and initiatives, from Risk Reporting perspective 3. Group Scenarios We Offer: ? Deliver & analyze scenario stress testing report to Trading desks / risk managers / Regulators / senior management. ? Propose, calibrate & implement regulatory specific scenarios in liaison with risk managers / scenarios team. ? Responsible to provide commentary on scenario risk moves across clusters explaining underlying risk dynamics & drivers under market/credit scenario conditions. ? Interact with scenario counterparts who are primarily the risk managers/desk to provide in-depth analysis on the scenario dynamics. ? Regular interaction with Risk Managers to confirm stress testing analysis, investigation and follow up on queries from stakeholders ? Data quality review and improvements ? Ownership of a robust control environment including review checklists ? Engagements in IT developments projects and represent business in discussions.","Perl, Python or Ruby on Rails , Big Data , C++ , Data Analytics , Java , Python , MS Excel, MS Powerpoint, MS Project, MS Visio , Python , Python, R , Problem Solver, Self-starter , EXCEL SKILLS , Good Analytical , problem solving skills , Good communication","-"
2854,Credit Suisse - Risk & Finance Data Analytics, Reporting(Pune),Finance and Mgmt,75000,Pune,Any,"The RFDAR function organization is responsible for the data and production elements of capital reporting deliverables, accountable for the accuracy and timeliness of inputs provided for reporting purposes. The EMA (Exposure Moves Analysis) team is part of RFDAR with a current strength of 78. The key functions are ? Exposure Queries Analysis - conduct the root cause analysis of queries raised by stakeholders – all users of Credit/Capital Risk Exposure – to support the validation of exposure from methodology and data flow standpoints and strategic remediation of gaps, if any. ? Exposure Moves Analysis (EMA) - validate credit risk exposure variances for daily, Weekly and monthly and adjusts exposure for regulatory RWA computation and Capital, Leverage & ICAAP reporting to PRA, FINMA and Fed. ? Scenario Exposure Analysis (SEA) function involves analysing counterparty Credit Scenario exposure moves on a monthly basis, providing commentary on valid moves & adjusting any incorrect strategically calculated exposure for submission to Financial Accounting (FA) group for both FINMA & PRA B3 reporting. Apart from this, the analysis on Scenarios RWA is used to determine the Credit Suisse’s capital requirements in stress situations. ? The potential exposure moves analysis team is aimed to validate & explain exposure moves and breaches on daily /monthly basis and provide trend report, commentary & indicative adjustments to exposures to credit risk managers and Credit risk reporting. MAIN DUTIES/RESPONSIBILITIES OF THE ROLE: As part of the CR - EMA team members will be responsible for the below: • To validate credit risk exposure calculation at a portfolio level across various business lines like Prime Brokerage, ETFO, OTC Derivatives, FX, Repo, SLB, from a system, business and methodologies perspective • To validate end-to-end data flow and functioning logic of our proprietary Credit Risk Management tool • To be able to re-compute credit risk exposures time to time as required • Analysis of Potential Exposure/Expected Positive Exposure of traded products and provide qualitative commentary for day on day , Week on Week and Month on Month exposure moves. • Demonstrate Ownership of Potential Exposure & Expected Exposure outputs by analysing the same for Default Risk RWA, CVA RWA and ICAAP reporting perspective • Providing subject matter expertise and analytics support to Finance and CVA team regarding risk and regulatory topics or initiatives • Expert in able to judge impact Exposure Treatment by changing the exposure calculation method, for Eg. IMM to Shortcut, Shortcut to Standardized method. • Develop practical solutions to regulatory requirements for Capital-related reporting • Identify and facilitate resolution of issues leading to anomalous Exposure values and calculation of indicative exposures by using advanced simulation tools and models for factor based, sensitivity based (Historical simulation) and Monte Carlo (Taylor series approximation and/or Partial revaluation) risk calculators • Interaction with various stake holders like - Credit Analytics, Capital Reporting, Credit Risk Reporting, Credit Risk managers, data suppliers and process teams responsible for key data sources and processing • Good understanding of Basel3 regulations along with Margining, Wrong way risk, CCP default waterfall, Treatment of Re-securitised collateral, Shortcut Exposure Method , IOSCO, Capital Buffers under Dodd Frank Act, Leverage ratio in counterparty credit risk space is a mus","EHS,GLP,GMP , Excel , SQl , Problem Solver, Self-starter , Field of analytics and investments , Good Analytical , problem solving skills , Good Verbal & Written Communication Skills , Highly Motivated , Knowledge in Finance , MS EXCEL , Problem solving abilities , strong analytical abilities","-"
2910,Credit Suisse- Finance Change(Pune),Finance and Mgmt,75000,Pune,Any,"Role is to work along with the Finance Change team, whose mandate is to perform business related tasks for Credit Suisse CFO division to implement Process & Technology oriented strategic change initiatives ? It’s an opportunity to get the exposure around Business analysis skills as part of change management with the primary focus on Capturing Business Requirements, Translating them into requirements for technology and for testing • The intern will work closely with Pune change team to support testing & implementation activities including planning, execution, defect management, release management and post implementation activities. ? The internship will help learn many aspects related to project & change management. It will help understand key finance functional areas primarily around Group Finance, liquidity and capital reporting, product control and front to back strategic finance infrastructure implementation.. ? The intern will have an opportunity to interact and work with different stakeholders across - from the IT division, users from various finance functions and other change partners Responsibilities - ? To be familiar with CS standardized project delivery life cycle and testing processes ? Collaborate and support FC Pune team during project execution phase (primary focus on functional Testing and UAT) ? Perform assigned tasks (e.g. understanding of business & functional requirements, defining test case and scenarios, help in managing test cases in HP ALM, execute test cases to validate the build etc.) ? Communicates clearly within the team and owns the tasks assigned ? Identify, escalate and manage risks and issues as appropriate to the lead ? Understand variety of software delivery methodologies i.e. waterfall, agile etc","MS Excel, MS Powerpoint, MS Project, MS Visio , Good Verbal & Written Communication Skills , Highly Motivated , Knowledge in Finance , strong analytical abilities","-"
3453,Credit Suisse- Investment Banking and Capital Markets(Mumbai (Worli)),Finance and Mgmt,75000,Mumbai (Worli),B3,"The Investment Banking and Capital Markets Department (IBCM) assists clients in achieving their objectives by providing advisory services in mergers and acquisitions, as well as financing services in debt, equity and other capital raises. The Investment Banking Department is a leader in innovating new and creative ideas for clients, which help them access the best and most efficient capital sources. The Industrial attachment program is an 6 month program, for penultimate year students that provides outstanding exposure to the financial services industry. Responsibilities include analyzing companies using financial modeling and valuation techniques, examining the impact of a transaction on a client’s capital structure and analyzing the consequences of a merger or acquisition. Summer Interns have the opportunity to work on deals, gaining hands-on experience and working on all aspects of advising and transacting business for our clients. Summer Interns are formally reviewed at the mid and end points of the summer, and offers are made after the program to individuals identified as exceptional performers","Analytical and Problem solving skills , comfortable tabling issues , EXCEL SKILLS , Good Communication Skills , Only Pilani campus students are allowed , Positive attitude , Presentation skills , strong analytical abilities , Writing skills","-"
3811,CtrlS Data Centre Pvt Ltd(Hyderabad),IT,25000,Hyderabad,A7,"Data Centre Optimization SAP Build optimization Retail Cloud Infrastructure Automation","-","-"
2969,CureFit Healthcare Pvt. Ltd.(Bangalore),Health Care,50000,Bangalore,A7,"- Curefit on Alexa 2.0 - Dependency visualization and resolution for npm - Automated load testing and scaling curefit infra - Workout detection using Computer Vision - Automated rep counting using Computer Vision - Workout Form correction using Computer Vision - Visualizating Infra Utilization for Curefit - Superior search and browse experience for curefit codebase - Opensourcing and productizing internal form service - Automated battery profiling for Curefit App - Health and Fitness - IOT - Computer Vision - Machine Learning - Engineering Productivity - Ability to work with open source libraries - Past coding in either C++ / Java / Python / Javascript - Ability to work with some mentoring - Proactiveness to figure out stuff on their own","-","-"
1273,Cypress Semiconductor India Pvt Ltd.(Bangalore),Electronics,,Bangalore,H140,"-","-","-"
3498,DAR Al-Handasah(Pune),Infrastructure,,Pune,,"","",""
3358,DataM Intelligene 4Market research(Hyderabad),Finance and Mgmt,15000,Hyderabad,Any,"Research and Business Development","-","-"
3993,DBOI - AC(Pune),Finance and Mgmt,30000,Pune,B3 C7,"-","-","-"
3986,DBOI - Finance(Mumbai),Finance and Mgmt,30000,Mumbai,B3 C7,"-","-","-"
3990,DBOI - GVG(Mumbai),Finance and Mgmt,30000,Mumbai,B3 C7,"-","-","-"
3992,DBOI - IF(Pune),Finance and Mgmt,30000,Pune,B3 C7,"-","-","-"
3985,DBOI - Market Risk(Mumbai),Finance and Mgmt,30000,Mumbai,H149,"Analyzing of Risk (VaR/SVaR) and Capital numbers per trading desk. Provide What-if Analysis. Built automated tools in Python to help analyzing the risk drivers. Skills: Finance/Economics and Statistics/Quantitative Sincere, team spirit and interest in research Python Knowledge will be good","-","-"
3989,DBOI - Risk Metrics Analytics (Pune),Finance and Mgmt,30000,Pune,B3 C7,"Analytics and validation of Risk numbers, Reporting of RWA & other capital reporting metrics, and presentation of monthly risk metrics to stakeholders. Analytics of Expected Potential Exposure (EPE), RWA, leverage, Economic Capital, Expected Loss and other risk metrics for trading book and banking book portfolios – supporting Fixed Income (FI), Equities, and other strategic business. Skills: Data Analytics and understanding of Financial Products, Should be a good communicator. - Understanding difference financial products - RWA and other credit risk relevant metrics calculations. - Overview of business and Strategy - Corporate experience","-","-"
